impa_code,name,description,category,quantity,unit,min_stock,location
0000001,KGS ABALONEDRIED,KGS ABALONEDRIED,Provisions,0,pcs,0,
0000023,HADDOCK FILLETSMOKED SSS,HERRING KIPPERED SSS],Provisions,0,pcs,0,
0000026,HADDOCK FILLETSMOKED SSS,,Provisions,0,pcs,0,
0000043,SALMON RED HALFSIDE SMOKED,,Provisions,0,pcs,0,
0000045,SALMON RED HALFSIDE SMOKED,,Provisions,0,pcs,0,
0000106,BEAN SPROUTFRESH,BEAN SPROUT LARGE (SOYA)FRESH =,Provisions,0,pcs,0,
0000107,BEANS STRINGFRESH,BEANS STRINGFRESH,Provisions,0,pcs,0,
0000108,BEETROOT TOPPED FRESH,BEETROOT TOPPED FRESH,Provisions,0,pcs,0,
0000115,CABBAGE HARO WHITE FRESH,CABBAGE HARO WHITE FRESH,Provisions,0,pcs,0,
0000117,CARROT TOPPED FRESH,CARROT TOPPED FRESH,Provisions,0,pcs,0,
0000122,CHIVES STEMFRESH,CHIVES STEMFRESH,Provisions,0,pcs,0,
0000123,CORN ON COB FRESH,CORN ON COB FRESH,Provisions,0,pcs,0,
0000125,CORIANDERFRESH,CORIANDERFRESH,Provisions,0,pcs,0,
0000129,EGGPLANTFRESH,i EGGPLANTFRESH,Provisions,0,pcs,0,
0000131,ENDIVE BELGIANFRESH,_ ENDIVE BELGIANFRESH S,Provisions,0,pcs,0,
0000132,FENNEL,FENNEL S,Provisions,0,pcs,0,
0000133,GARLICPEELEDFRESH SSS,GARLICPEELEDFRESH SSS,Provisions,0,pcs,0,
0000134,CHRYSANTHEMUMFRESH GARLAND,CHRYSANTHEMUMFRESH GARLAND [,Provisions,0,pcs,0,
0000136,GINGERROOT FRESH,GINGERROOT FRESH,Provisions,0,pcs,0,
0000137,GINGERROOT FRESH,GINGER YOUNG (HAJKAM) FRESH i],Provisions,0,pcs,0,
0000138,ootree,2044 004438,Provisions,0,pcs,0,
0000139,RADISH WHITE FRESHDAKON,RIDGE GOURD INDIAN(TURA)),Tableware,0,pcs,0,
0000143,LETTUCE,LETTUCE,Provisions,0,pcs,0,
0000151,ooor49_ SSS MUSHROOMFRESH,,Provisions,0,pcs,0,
0000154,OKRALADYFINGERFRESH,OKRALADYFINGERFRESH,Provisions,0,pcs,0,
0000155,ONION SCALLIONFRESH,ONION SCALLIONFRESH,Provisions,0,pcs,0,
0000156,ONION SPRINGFRESH,ONION SPRINGFRESH,Provisions,0,pcs,0,
0000157,ONION WHITE SWALL FRESH,ONION WHITE SWALL FRESH,Provisions,0,pcs,0,
0000158,ONONYELLOWDRY SSS,ONONYELLOWDRY SSS,Provisions,0,pcs,0,
0000160,PEPPER BELL YELLOW FRESH,PEPPER BELL YELLOW FRESH,Provisions,0,pcs,0,
0000161,SSS PAC CHOIFRESH,SSS PAC CHOIFRESH,Provisions,0,pcs,0,
0000162,SSS PARSLEY FRESH,SSS PARSLEY FRESH,Provisions,0,pcs,0,
0000166,PEPPERBELLREDFRESH,PEPPERBELLREDFRESH S,Provisions,0,pcs,0,
0000167,PEPPER CHILLIGREENFRESH,PEPPER CHILLIGREENFRESH,Provisions,0,pcs,0,
0000168,PEPPER CHILLIRED FRESH SSS,PEPPER CHILLIRED FRESH SSS,Provisions,0,pcs,0,
0000169,POTATO SELECTEDFRESH,POTATO SELECTEDFRESH S,Provisions,0,pcs,0,
0000170,PEPPER CHILLIRED FRESH SSS,,Provisions,0,pcs,0,
0000175,RADISHRED FRESH SSS,RADISHRED FRESH SSS),Tableware,0,pcs,0,
0000176,RADISH WHITE FRESHDAKON,RADISH WHITE FRESHDAKON),Tableware,0,pcs,0,
0000177,SPSS ROSEMARY FRESH,SPSS ROSEMARY FRESH,Provisions,0,pcs,0,
0000179,ooota2 SPINAGHFRESH,SPINACH WATER(KANG KONG) FRESH,Provisions,0,pcs,0,
0000183,ootree,"02045, 004439",Provisions,0,pcs,0,
0000185,oootes SQUASHYELLOW,TARRAGON (ESTRAGON) FRESH [id,Provisions,0,pcs,0,
0000186,oootes SQUASHYELLOW,FRESH] TARO (GATOIMO),Provisions,0,pcs,0,
0000187,TOMATO SELECTED FRESH,TOMATO SELECTED FRESH,Provisions,0,pcs,0,
0000188,oaaeo,002046 oaaeo 008502,Provisions,0,pcs,0,
0000190,TOWATO CHERRY RIPE FRESH,,Provisions,0,pcs,0,
0000196,ooote4 WATERCRESS FRESH,[YAM CHINESE (NAGANO) FRESH,Provisions,0,pcs,0,
0000199,ooeset,02083 004807 008543,Provisions,0,pcs,0,
0000227,Soaasz,oaaaa 08683,Provisions,0,pcs,0,
0000301,ASPARAGUS SPEARFROZEN,ASPARAGUS SPEARFROZEN,Provisions,0,pcs,0,
0000308,BEANS LIMA FORDHOOK FROZEN,BEANS LIMA FORDHOOK FROZEN =,Lifting Gear,0,pcs,0,
0000309,BEANS STRING WHOLE FROZEN,BEANS STRING WHOLE FROZEN [ S,Provisions,0,pcs,0,
0000311,BEANS YELLOW WAXFROZEN,BEANS YELLOW WAXFROZEN,Provisions,0,pcs,0,
0000313,ooeset,02071 04808 ooesea,Provisions,0,pcs,0,
0000320,CARROTDICED FROZEN SSS,CARROTDICED FROZEN SSS,Provisions,0,pcs,0,
0000321,CAULIFLOWER FROZEN,CAULIFLOWER FROZEN,Provisions,0,pcs,0,
0000329,0000329,,Provisions,0,pcs,0,
0000335,MUSHROOM SLICED FROZEN,MUSHROOM SLICED FROZEN S,Provisions,0,pcs,0,
0000337,MUSHROOM SLICED FROZEN,FROZEN] OKRA CUT,Provisions,0,pcs,0,
0000338,ONION RING BREADED FROZEN,ONION RING BREADED FROZEN S,Provisions,0,pcs,0,
0000341,PEAS GREENFROZEN,PEAS GREENFROZEN,Provisions,0,pcs,0,
0000345,RHUBARBFROZEN,Pk RHUBARBFROZEN,Provisions,0,pcs,0,
0000348,PKS SPINACHFROZEN,PKS SPINACHFROZEN,Provisions,0,pcs,0,
0000361,POTATOFRENCHERYFROZEN,POTATOFRENCHERYFROZEN,Provisions,0,pcs,0,
0000363,POTATO CROQUETTEFROZEN,POTATO CROQUETTEFROZEN S,Provisions,0,pcs,0,
0000364,POTATOHASHBROWNFROZEN,POTATOHASHBROWNFROZEN,Provisions,0,pcs,0,
0000367,odes o0ss4e,002080 004833 oes49,Provisions,0,pcs,0,
0000384,0000384,,Provisions,0,pcs,0,
0000395,0000395,,Provisions,0,pcs,0,
0000503,nase,005226 101911,Provisions,0,pcs,0,
0000507,APPLEGOLDENDELICIOUSFRESH,APPLEGOLDENDELICIOUSFRESH,Provisions,0,pcs,0,
0000511,odes o0ss4e,0208 004899 08580,Provisions,0,pcs,0,
0000515,TKS APRICOTFRESH,TKS APRICOTFRESH,Provisions,0,pcs,0,
0000517,AVOCADOFRESH,KS AVOCADOFRESH,Provisions,0,pcs,0,
0000519,BANANAHALF RIPE,BANANAHALF RIPE,Provisions,0,pcs,0,
0000523,DRAGONFRUITSFRESH,DRAGONFRUITSFRESH,Provisions,0,pcs,0,
0000526,TKS GRAPEBLACKFRESH,TKS GRAPEBLACKFRESH,Provisions,0,pcs,0,
0000527,GRAPEDELAWAREFRESH,GRAPEDELAWAREFRESH,Provisions,0,pcs,0,
0000530,TKS GRAPEGREENFRESH,TKS GRAPEGREENFRESH,Provisions,0,pcs,0,
0000532,Tks GUAVAFRESH,Tks GUAVAFRESH,Provisions,0,pcs,0,
0000533,TKS GRAPEFRUITFRESH,TKS GRAPEFRUITFRESH,Provisions,0,pcs,0,
0000535,PKS KIWIFRUITFRESH,PKS KIWIFRUITFRESH,Provisions,0,pcs,0,
0000538,LEMONFRESH,Pk LEMONFRESH,Provisions,0,pcs,0,
0000543,MANGOSTEENFRESH,MANGOSTEENFRESH,Provisions,0,pcs,0,
0000544,SWEETCANTALOUPEFRESH MELON,SWEETCANTALOUPEFRESH MELON,Provisions,0,pcs,0,
0000545,MELON SWEETHONEYDEWFRESH,_ MELON SWEETHONEYDEWFRESH,Provisions,0,pcs,0,
0000547,MELON SWEET PRINCEFRESH,MELON SWEET PRINCEFRESH,Provisions,0,pcs,0,
0000552,NECTARINEFRESH,NECTARINEFRESH,Provisions,0,pcs,0,
0000558,PAPAYAFRESH,PAPAYAFRESH SS,Provisions,0,pcs,0,
0000562,ooose1 PEARJAPANESEFRESH,,Provisions,0,pcs,0,
0000566,o0oss2 Soaast,02206 Soaasz 008587,Provisions,0,pcs,0,
0000581,APRICOTHALVESFROZEN,APRICOTHALVESFROZEN,Provisions,0,pcs,0,
0000582,o00se4 cosas Soess2,"08583,",Provisions,0,pcs,0,
0000584,BLUEBERRYFROZEN,BLUEBERRYFROZEN,Provisions,0,pcs,0,
0000585,BOYSENBERRY FROZEN,BOYSENBERRY FROZEN,Provisions,0,pcs,0,
0000704,BONITOWHOLEFROZEN,BONITOWHOLEFROZEN,Provisions,0,pcs,0,
0000709,BONITOWHOLEFROZEN,,Provisions,0,pcs,0,
0000710,EELWHOLEFROZEN,EELWHOLEFROZEN,Provisions,0,pcs,0,
0000713,FLOUNDER WHOLE FROZEN,FLOUNDER WHOLE FROZEN S,Provisions,0,pcs,0,
0000714,FLOUNDER FILLETFROZEN Sid,FLOUNDER FILLETFROZEN Sid,Provisions,0,pcs,0,
0000715,SSK HAKEFILLETFROZEN,SSK HAKEFILLETFROZEN,Provisions,0,pcs,0,
0000716,HADDOCK HEADLESS FROZEN,HADDOCK HEADLESS FROZEN,Provisions,0,pcs,0,
0000717,HADDOCK FILLET FROZEN,HADDOCK FILLET FROZEN,Provisions,0,pcs,0,
0000718,HADDOCK FILLET FROZEN,,Provisions,0,pcs,0,
0000719,HALIBUTHEADLESS FROZEN,HALIBUTHEADLESS FROZEN,Provisions,0,pcs,0,
0000722,MACKEREL KING FISHFROZEN,MACKEREL KING FISHFROZEN ‘ S,Provisions,0,pcs,0,
0000723,STRAWBERRY FROZEN,FROZEN et,Provisions,0,pcs,0,
0000725,MACKERELFROZEN,MACKERELFROZEN S,Provisions,0,pcs,0,
0000729,MACKEREL HORSE FROZEN,MACKEREL PIKE (SANMA) FROZEN S,Provisions,0,pcs,0,
0000733,MILKFISHFROZEN,FROZEN] MULLET WHOLE,Provisions,0,pcs,0,
0000734,PANGASIUS FROZEN,PANGASIUS FROZEN,Provisions,0,pcs,0,
0000736,PLAICE FILLET FROZEN,PLAICE FILLET FROZEN,Provisions,0,pcs,0,
0000739,PANGASIUS FROZEN,PERCHFILLETFROZEN SSS],Provisions,0,pcs,0,
0000740,POLLOCK FILLET FROZEN,POMFRET WHOLE FROZEN [SSS,Provisions,0,pcs,0,
0000741,POLLOCK FILLET FROZEN,POND SMELT (WAKASAG) FROZEN,Provisions,0,pcs,0,
0000742,POLLOCK FILLET FROZEN,POLLOCK FILLET FROZEN,Provisions,0,pcs,0,
0000744,RAINBOW TROUTFROZEN,,Provisions,0,pcs,0,
0000746,RAINBOW TROUTFROZEN,,Provisions,0,pcs,0,
0000747,SALMON WHOLE FROZEN,SALMON WHOLE FROZEN,Provisions,0,pcs,0,
0000750,SAROINEFROZEN,SAROINEFROZEN,Provisions,0,pcs,0,
0000751,SEABASS WHOLE FROZEN,SEABASS WHOLE FROZEN,Provisions,0,pcs,0,
0000753,SNAPPER RED SMALL,SNAPPER RED SMALL,Provisions,0,pcs,0,
0000755,SNAPPER RED MEDIUMFROZEN,SNAPPER RED MEDIUMFROZEN [id,Provisions,0,pcs,0,
0000758,SOLEFISHFROZEN,SOLEFISHFROZEN SS,Provisions,0,pcs,0,
0000763,SOLEFISHFROZEN,swoRD FisHFROZEN,Provisions,0,pcs,0,
0000764,Oozass Ooszes,002622 005430 007217,Provisions,0,pcs,0,
0000768,TUNAFISHFILLETFROZEN,TUNAFISHWHOLE FROZEN SSS],Provisions,0,pcs,0,
0000771,SOLEFISHFROZEN,,Provisions,0,pcs,0,
0000790,ooarrs,02812 007220,Provisions,0,pcs,0,
0000791,MILKFISHFROZEN,MILKFISHFROZEN,Provisions,0,pcs,0,
0000823,odes o0ss4e,02082 cosas oesst,Provisions,0,pcs,0,
0000902,SALTED ANCHOVY,SALTED ANCHOVY,Provisions,0,pcs,0,
0000905,SALTED ANCHOVY,,Provisions,0,pcs,0,
0000916,ooarrs,007222,Provisions,0,pcs,0,
0000921,HADDOCK FILLETSMOKED SSS,HADDOCK FILLETSMOKED SSS,Provisions,0,pcs,0,
0000925,HADDOCK FILLETSMOKED SSS,JELLYFISH SALTED (SHIOKURAGE) ~~~],Provisions,0,pcs,0,
0000929,MACKERELSALTED,MACKERELSALTED S,Provisions,0,pcs,0,
0000931,MACKEREL HORSE DRIED,MACKEREL PIKE (SANMA) DRIED,Provisions,0,pcs,0,
0000932,ooarrs,0282s 008479 07229,Provisions,0,pcs,0,
0000933,MACKEREL HORSE DRIED,,Provisions,0,pcs,0,
0000934,POLLACK DRIED SALTED BONELESS,POLLACK DRIED SALTED BONELESS,Provisions,0,pcs,0,
0000946,SALMON RED HALFSIDE SMOKED,SAROINE DRIED SALTED (MEZASH),Provisions,0,pcs,0,
0000951,SHRIMP,SHRIMP,Provisions,0,pcs,0,
0000952,SHRIMP,,Provisions,0,pcs,0,
0000953,SQUID SALTED FERMENTED,_ SQUID SALTED FERMENTED __,Provisions,0,pcs,0,
0000955,SQUID SALTED FERMENTED,TROUT SALTED (SHIOMASD),Provisions,0,pcs,0,
0000956,SQUID SALTED FERMENTED,,Provisions,0,pcs,0,
0000957,ooarrs,002837 cosas 007225,Provisions,0,pcs,0,
0000960,FISHFINGERFROZEN,KS FISHFINGERFROZEN,Provisions,0,pcs,0,
0000962,FISHFINGERFROZEN,FRIED (SATSUNAAGE) __,Provisions,0,pcs,0,
0000964,FISHFINGERFROZEN,FISH PASTE STEAMED (KAMABOKO) __,Provisions,0,pcs,0,
0000971,SQUID SALTED FERMENTED,,Provisions,0,pcs,0,
0000973,LAVERDRIEDSHEET,,Cabin & Cleaning,0,pcs,0,
0000974,LAVERDRIEDSHEET,,Cabin & Cleaning,0,pcs,0,
0000976,SEAWEED DRIED HOSHIWAKAWE,SEA WEED SALTED (SHIO WAKAWE) __,Provisions,0,pcs,0,
0000980,cosas,002861 005490 007226,Provisions,0,pcs,0,
0000985,FISHFINGERFROZEN,,Provisions,0,pcs,0,
0000990,cosas,002869 005491 007227,Provisions,0,pcs,0,
0000994,SQUID SALTED FERMENTED,,Provisions,0,pcs,0,
0000996,RAINEOW TROUT SMOKED,RAINEOW TROUT SMOKED,Provisions,0,pcs,0,
0001105,CLAM WITH SHELL FROZEN,CLAM WITH SHELL FROZEN,Provisions,0,pcs,0,
0001109,CLAM WITH SHELL FROZEN,,Provisions,0,pcs,0,
0001111,cosas,002884 005602 007228,Provisions,0,pcs,0,
0001115,OYSTER SHELL FROZEN,OYSTER WO SHELL FROZEN,Provisions,0,pcs,0,
0001122,CRAB WHOLE FROZEN SSS,FROZEN] CRABLEG KING,Provisions,0,pcs,0,
0001124,CRAB WHOLE FROZEN SSS,CRAB WHOLE FROZEN SSS,Provisions,0,pcs,0,
0001126,CRABFLOWER FROZEN,CRABFLOWER FROZEN,Provisions,0,pcs,0,
0001127,CRABFLOWER FROZEN,FROZEN] LOBSTER WHOLE,Provisions,0,pcs,0,
0001128,LOBSTERTAIL FROZEN SSS,LOBSTERTAIL FROZEN SSS,Provisions,0,pcs,0,
0001137,SHRIMP HEADLESS FROZEN,FROZEN] SHRIMP PEELED,Provisions,0,pcs,0,
0001138,cotta? ooaza,"003245 08647 07409,",Provisions,0,pcs,0,
0001151,SSS CALAMARY FROZEN,SSS CALAMARY FROZEN,Provisions,0,pcs,0,
0001155,SQUID CLEANED TUBE FROZEN,SQUID CLEANED TUBE FROZEN,Provisions,0,pcs,0,
0001159,OCTOPUS BOILED FROZEN,OCTOPUS BOILED FROZEN [ x,Electrical,0,pcs,0,
0001183,res INKFISHFROZEN,res INKFISHFROZEN,Provisions,0,pcs,0,
0001187,OCTOPUS SMALL FROZEN,OCTOPUS SMALL FROZEN,Provisions,0,pcs,0,
0001188,oo1t87 coset,003480 005656 007427,Provisions,0,pcs,0,
0001388,soi tovsts,aie tase,Provisions,0,pcs,0,
0001390,soi tovsts,aie tase,Provisions,0,pcs,0,
0001503,TKS BREADPITTASSIPKT,,Provisions,0,pcs,0,
0001504,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001505,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001507,oo1t87 coset,003492 005685. 007604,Provisions,0,pcs,0,
0001509,oo1t87 coset,"003493, 005696 007613",Provisions,0,pcs,0,
0001510,BREADBROWNSMALL350G,BREADBROWNSMALL350G,Provisions,0,pcs,0,
0001513,BREADBROWNSMALL350G,BREADRYE420GRM(50%RYE),Provisions,0,pcs,0,
0001514,BREADBROWNSMALL350G,BREADRYE1KG(50%RYE),Provisions,0,pcs,0,
0001516,BREADRYESTANDARDFROZEN,BREADRYESTANDARDFROZEN,Provisions,0,pcs,0,
0001517,BREADRYEFULLCORNFROZEN,BREADRYEFULLCORNFROZEN,Provisions,0,pcs,0,
0001520,BREADBAGEL,TS BREADBAGEL,Provisions,0,pcs,0,
0001523,BREADFRENCHSO0GRMLOV,BREADFRENCHSO0GRMLOV,Provisions,0,pcs,0,
0001524,BREADBAGEL,,Provisions,0,pcs,0,
0001527,BREADCROISSANT,S BREADCROISSANT,Provisions,0,pcs,0,
0001528,BREADDINNERROLE,TS BREADDINNERROLE,Provisions,0,pcs,0,
0001529,BREADHOTDOGROLL,BREADHOTDOGROLL,Provisions,0,pcs,0,
0001530,BREAD,BREAD,Provisions,0,pcs,0,
0001532,BREAD,BREAD HAMBURGER BUN,Provisions,0,pcs,0,
0001534,BREAD PUMPERNICKEL1.5KG,BREAD PUMPERNICKEL1.5KG,Provisions,0,pcs,0,
0001535,BREAD PUMPERNICKEL1.5KG,,Provisions,0,pcs,0,
0001537,oo1t87 coset,003627 005698 007616,Provisions,0,pcs,0,
0001539,TKS BREADPITTASSIPKT,,Provisions,0,pcs,0,
0001541,CAKECHEESEFROZEN6SIPKT,CAKECHEESEFROZEN6SIPKT,Provisions,0,pcs,0,
0001543,CAKE CHOCOLATE FROZENG'SIPKT,CAKE CHOCOLATE FROZENG'SIPKT,Provisions,0,pcs,0,
0001545,CAKEROLLED,PS CAKEROLLED,Electrical,0,pcs,0,
0001548,CAKELAYERBASE,CAKELAYERBASE,Provisions,0,pcs,0,
0001552,PASTRYDANISHASSORTED,PASTRYDANISHASSORTED,Provisions,0,pcs,0,
0001554,PASTRY PUFF UNCOOKEDFROZEN,PASTRY PUFF UNCOOKEDFROZEN,Galley,0,pcs,0,
0001560,oaat2,003814 008861 00622,Provisions,0,pcs,0,
0001568,SPRINGROLLSKINSOSPAT,,Provisions,0,pcs,0,
0001569,SPRINGROLLSKINSOSPAT,,Provisions,0,pcs,0,
0001571,BAKLAVALEAFFRESH,BAKLAVALEAFFRESH,Provisions,0,pcs,0,
0001573,SPRINGROLLSKINSOSPAT,SPRINGROLLSKINSOSPAT,Provisions,0,pcs,0,
0001574,BREADNAAN425GRMSSIPKT,BREADNAAN425GRMSSIPKT,Provisions,0,pcs,0,
0001577,ootsra oases,03861 008038 007813,Provisions,0,pcs,0,
0001583,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001584,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001587,CAKESwisSROLL300GRM,CAKESwisSROLL300GRM,Provisions,0,pcs,0,
0001591,TKS BREADPITTASSIPKT,,Provisions,0,pcs,0,
0001592,TKS BREADPITTASSIPKT,,Provisions,0,pcs,0,
0001593,CAKECHEESEFROZEN6SIPKT,,Provisions,0,pcs,0,
0001594,CAKECHEESEFROZEN6SIPKT,,Provisions,0,pcs,0,
0001597,XMASPUDDING1SCMDIA,XMASPUDDING1SCMDIA,Provisions,0,pcs,0,
0001599,oo1t87 coset,003630 005831 007617,Provisions,0,pcs,0,
0001705,ootsra,004004 006042 007818,Provisions,0,pcs,0,
0001706,ootsra,"004005, 006202 007820",Provisions,0,pcs,0,
0001707,EGGOUCKSALTED,EGGOUCKSALTED,Provisions,0,pcs,0,
0001709,WILK ALMOND S30MLX 2aTIN,SiS,Provisions,0,pcs,0,
0001710,COCONUT) WILK,COCONUT) WILK,Fasteners,0,pcs,0,
0001713,COCONUT) WILK,,Fasteners,0,pcs,0,
0001715,MILKLONGLIFE1LTR,[TR MILKLONGLIFE1LTR,Provisions,0,pcs,0,
0001716,MILK LOW FAT PASTEURIZED,MILK LOW FAT PASTEURIZED,Provisions,0,pcs,0,
0001718,COCONUT) WILK,,Fasteners,0,pcs,0,
0001719,WILK POWDER FULL CREAM,WILK POWDER FULL CREAM 25%BF =,Provisions,0,pcs,0,
0001722,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001728,The following IMPA Codes are newly added or deleted,The following IMPA Codes are newly added or deleted,Provisions,0,pcs,0,
0001732,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001735,CREAM WHIPPING FRESH,CREAM WHIPPING FRESH,Provisions,0,pcs,0,
0001738,CREAM WHIPPING FRESH,,Provisions,0,pcs,0,
0001739,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001745,COCONUT) WILK,,Fasteners,0,pcs,0,
0001747,WILKPOWDER,SS WILKPOWDER,Provisions,0,pcs,0,
0001751,CREAM WHIPPING FRESH,,Provisions,0,pcs,0,
0001753,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0001754,ICECREAMVANILA,ICECREAMVANILA,Provisions,0,pcs,0,
0001755,ICE CREAM CHOCOLATE,ICE CREAM CHOCOLATE ),Provisions,0,pcs,0,
0001756,ICE CREAM STRAWBERRY,ICE CREAM STRAWBERRY,Provisions,0,pcs,0,
0001761,ICECREAMVANILA,,Provisions,0,pcs,0,
0001762,ICECREAMVANILA,,Provisions,0,pcs,0,
0001763,SSS ICECREAMCONE,SSS ICECREAMCONE,Provisions,0,pcs,0,
0001781,YEAST FRESH SOOGRMIPKT,YEAST FRESH SOOGRMIPKT,Provisions,0,pcs,0,
0001785,Coot,,Provisions,0,pcs,0,
0001786,Coot,04279,Provisions,0,pcs,0,
0001798,WILKSOYAS30MLX2aTIN,WILKSOYAS30MLX2aTIN i,Provisions,0,pcs,0,
0001806,oo1t87 coset,003486 005657 007428,Provisions,0,pcs,0,
0001860,oo1t87 coset,oaat2 007619,Provisions,0,pcs,0,
0001887,ootsra,003870 006040 07816,Provisions,0,pcs,0,
0002001,BUTTERFRESHSALTED,BUTTERFRESHSALTED,Provisions,0,pcs,0,
0002002,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0002003,BUTTERFRESH UNSALTED,_ BUTTERFRESH UNSALTED,Provisions,0,pcs,0,
0002045,CHEESE,CHEESE,Provisions,0,pcs,0,
0002046,ootree,oaaeo 008502,Provisions,0,pcs,0,
0002047,CHEESE,CHEESE,Provisions,0,pcs,0,
0002048,oases,006539,Provisions,0,pcs,0,
0002049,CHEESERICOTTA,iS CHEESERICOTTA,Provisions,0,pcs,0,
0002051,CHEESE,CHEESE,Provisions,0,pcs,0,
0002052,CHEESE BOURSINPEPPER,CHEESE BOURSINPEPPER S,Provisions,0,pcs,0,
0002053,CHEESEBRIE,CHEESEBRIE SS,Provisions,0,pcs,0,
0002054,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0002059,SSS cHEESEGOAT,SSS cHEESEGOAT,Provisions,0,pcs,0,
0002062,ooeset,04802 008542,Provisions,0,pcs,0,
0002063,CHEESE MOZZARELLA SHREDDED,_ CHEESE MOZZARELLA SHREDDED,Provisions,0,pcs,0,
0002064,CHEESE PARMESANGRATED,CHEESE PARMESANGRATED,Provisions,0,pcs,0,
0002065,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0002067,CHEESE PROCESSED,~ CHEESE PROCESSED,Provisions,0,pcs,0,
0002068,CHEESE SLICED WHITE,CHEESE SLICED WHITE,Provisions,0,pcs,0,
0002071,CHEESE EDAM,) CHEESE EDAM,Provisions,0,pcs,0,
0002072,SSS CHEESE EMMENTAR,,Provisions,0,pcs,0,
0002073,SSS cHEESEGOAT,,Provisions,0,pcs,0,
0002077,0002077,,Provisions,0,pcs,0,
0002078,0002078,,Provisions,0,pcs,0,
0002079,CHEESE SPREAD BACON,CHEESE SPREAD BACON,Provisions,0,pcs,0,
0002080,odes o0ss4e,004833 oes49,Provisions,0,pcs,0,
0002081,GHEESE SPREAD PLAN,GHEESE SPREAD PLAN __,Provisions,0,pcs,0,
0002082,CHEESE SPREAD MUSHROOM,CHEESE SPREAD MUSHROOM,Provisions,0,pcs,0,
0002083,CHEESE SPREAD SHRIMP,CHEESE SPREAD SHRIMP,Provisions,0,pcs,0,
0002085,CHEESE,CHEESE,Provisions,0,pcs,0,
0002087,CHEESE,CHEESE,Provisions,0,pcs,0,
0002202,coconuT,coconuT Ol.,Fasteners,0,pcs,0,
0002203,OLIVE,OLIVE OL,Provisions,0,pcs,0,
0002204,PEANUT,-O1L PEANUT,Fasteners,0,pcs,0,
0002205,SALAD,SALAD,Provisions,0,pcs,0,
0002206,soi tovsts,a7 cael tase,Provisions,0,pcs,0,
0002207,CHILLI HOT CHNESE,[OL CHILLI HOT CHNESE,Provisions,0,pcs,0,
0002226,Oil SUNFLOWER SLIRGAN,Oil SUNFLOWER SLIRGAN,Provisions,0,pcs,0,
0002227,Oil SUNFLOWER SLIRGAN,SUNFLOWER] oll,Provisions,0,pcs,0,
0002228,CORN,CORN OL,Provisions,0,pcs,0,
0002240,MARGARINE SALTED TABLE,MARGARINE SALTED TABLE,Provisions,0,pcs,0,
0002242,COOKNG,S COOKNG,Galley,0,pcs,0,
0002243,MARGARINE FOR PASTRY,~ MARGARINE FOR PASTRY _,Provisions,0,pcs,0,
0002244,soi tovsts,ante ane Section 17,Provisions,0,pcs,0,
0002245,MARGARINE INDIMDUAL,MARGARINE INDIMDUAL 1008 __,Provisions,0,pcs,0,
0002251,ies SHORTENNG,ies SHORTENNG,Provisions,0,pcs,0,
0002401,ies SHORTENNG,Tinned Vegetables,Provisions,0,pcs,0,
0002408,oozaod,,Provisions,0,pcs,0,
0002421,oozaod,oazato,Provisions,0,pcs,0,
0002433,oozaod,oazato,Provisions,0,pcs,0,
0002450,oozaod,oazato,Provisions,0,pcs,0,
0002456,oozaod,oazato,Provisions,0,pcs,0,
0002465,oozaod,oazato,Provisions,0,pcs,0,
0002480,Cozaar,08062 007030,Provisions,0,pcs,0,
0002495,oozaod,Q ~ooases,Provisions,0,pcs,0,
0002601,CHEESE PORT SALUT,Tinned Fruits,Provisions,0,pcs,0,
0002603,CHEESE PORT SALUT,Tinned Fruits,Provisions,0,pcs,0,
0002607,CHEESE PORT SALUT,Tinned Fruits,Provisions,0,pcs,0,
0002616,oozaod,,Provisions,0,pcs,0,
0002617,ooeees,"008205, 171987",Provisions,0,pcs,0,
0002618,oozaod,,Provisions,0,pcs,0,
0002622,Oozass Ooszes,005430 007217,Provisions,0,pcs,0,
0002623,oozaod,,Provisions,0,pcs,0,
0002626,oozaod,,Provisions,0,pcs,0,
0002632,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002633,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002635,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002636,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002642,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002652,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002655,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002657,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002658,Oozass Ooszes,005456 007219,Provisions,0,pcs,0,
0002659,JACKFRUITINTIN,,Provisions,0,pcs,0,
0002661,trees,008209 171989,Provisions,0,pcs,0,
